BFS,Gemeinde,Wappen,Anbieter 1,Anbieter 2,total,netznutzung,energie,abgaben_gemeinwesen,foerderabgabgen,total2,netznutzung2,energie2,abgaben_gemeinwesen2,foerderabgabgen2,angezeigter_wert
4282,Rothrist,http://i.imgur.com/9SjdW5A.png,EW Rothrist AG,,20.47,9.664476,7.7147303,0.8,2.3,,,,,,20.47
4283,Safenwil,http://i.imgur.com/f0W1g7a.png,AEW Energie AG,,20.55,9.543635,7.8065634,0.9,2.3,,,,,,20.55
4284,Staffelbach,http://i.imgur.com/3J4WNhu.png,Eniwa AG,,21.69,9.950477,8.585714,0.85,2.3,,,,,,21.69
4285,Strengelbach,http://i.imgur.com/zvfHrHe.png,StWZ Energie AG,,21.4,10.496956,7.5956316,1.0,2.3,,,,,,21.4
4286,Uerkheim,http://i.imgur.com/Bkm3C1T.png,AEW Energie AG,,20.55,9.543635,7.8065634,0.9,2.3,,,,,,20.55
4287,Vordemwald,http://i.imgur.com/vl3uVMt.png,Elektrizitätsversorgung Vordemwald,EW Rothrist AG,,,,,,20.47,9.664476,7.7147303,0.8,2.3,20.47
4288,Wiliberg,http://i.imgur.com/5dd7Hhd.png,Eniwa AG,,21.69,9.950477,8.585714,0.85,2.3,,,,,,21.69
4289,Zofingen,http://i.imgur.com/Qf7Qf0z.png,StWZ Energie AG,,21.4,10.496956,7.5956316,1.0,2.3,,,,,,21.4
4301,Baldingen,http://i.imgur.com/BEwN8fD.png,Elektra - Genossenschaft Baldingen,,18.53,8.496841,7.725952,,2.3,,,,,,18.53
4302,Böbikon,http://i.imgur.com/XdM34RQ.png,AEW Energie AG,,20.55,9.543635,7.8065634,0.9,2.3,,,,,,20.55
4303,Böttstein,http://i.imgur.com/qhbXZHO.png,AEW Energie AG,Elektra Böttstein,20.55,9.543635,7.8065634,0.9,2.3,22.93,12.561651,7.9209523,0.15,2.3,21.740000000000002
4304,Döttingen,http://i.imgur.com/vlYGFfx.png,AEW Energie AG,,20.55,9.543635,7.8065634,0.9,2.3,,,,,,20.55
4305,Endingen,http://i.imgur.com/n2YkuRe.png,AEW Energie AG,Elektrizitätsgenossenschaft Unterendingen,20.55,9.543635,7.8065634,0.9,2.3,,,,,,20.55
4306,Fisibach,http://i.imgur.com/yTT7fDF.png,AEW Energie AG,,20.55,9.543635,7.8065634,0.9,2.3,,,,,,20.55
4307,Full-Reuenthal,http://i.imgur.com/K5WG8LN.png,AEW Energie AG,Elektra Mettauertal und Umgebung,20.55,9.543635,7.8065634,0.9,2.3,20.37,10.96,6.9,0.21,2.3,20.46
4308,Kaiserstuhl,http://i.imgur.com/M6tzgTf.png,Elektra Genossenschaft Kaiserstuhl,,19.68,9.906461,6.471143,1.0,2.3,,,,,,19.68
4309,Klingnau,http://i.imgur.com/VoJQHvN.png,AEW Energie AG,Elektrizitäts - Versorgung Klingnau,20.55,9.543635,7.8065634,0.9,2.3,,,,,,20.55
4310,Koblenz,http://i.imgur.com/NUihGv5.png,AEW Energie AG,,20.55,9.543635,7.8065634,0.9,2.3,,,,,,20.55
4311,Leibstadt,http://i.imgur.com/nDEg55x.png,Elektra Leibstadt,,18.18,8.715111,7.008167,0.15,2.3,,,,,,18.18
4312,Lengnau,http://i.imgur.com/jtVn2cE.png,AEW Energie AG,,20.55,9.543635,7.8065634,0.9,2.3,,,,,,20.55
4313,Leuggern,http://i.imgur.com/jwxM3DD.png,AEW Energie AG,Elektra Mettauertal und Umgebung,20.55,9.543635,7.8065634,0.9,2.3,20.37,10.96,6.9,0.21,2.3,20.46
4314,Mellikon,http://i.imgur.com/nxzSlN6.png,Elektragenossenschaft Mellikon,,19.88,10.30773,7.271143,,2.3,,,,,,19.88
4315,Rekingen,http://i.imgur.com/L3LxyZ0.png,AEW Energie AG,,20.55,9.543635,7.8065634,0.9,2.3,,,,,,20.55
4316,Rietheim,http://i.imgur.com/GdFbyfK.png,Elektra Rietheim,,17.65,8.424984,6.4379363,0.49,2.3,,,,,,17.65
4317,Rümikon,http://i.imgur.com/yB4U0hv.png,AEW Energie AG,,20.55,9.543635,7.8065634,0.9,2.3,,,,,,20.55
4318,Schneisingen,http://i.imgur.com/VRUk88K.png,AEW Energie AG,Elektra Genossenschaft Schneisingen,20.55,9.543635,7.8065634,0.9,2.3,21.3,11.043111,7.6,0.36,2.3,20.925
4319,Siglistorf,http://i.imgur.com/npW0y0w.png,Elektra-Genossenschaft Siglistorf,Elektrizitätsgenossenschaft Siglistorf-Wislikofen-Mellstorf,,,,,,20.31,10.893333,6.722746,0.4,2.3,20.31
4320,Tegerfelden,http://i.imgur.com/EVYOopQ.png,AEW Energie AG,,20.55,9.543635,7.8065634,0.9,2.3,,,,,,20.55
4322,Wislikofen,http://i.imgur.com/aTJL5Ed.png,Elektrizitätsgenossenschaft Siglistorf-Wislikofen-Mellstorf,,20.31,10.893333,6.722746,0.4,2.3,,,,,,20.31
4323,Bad Zurzach,http://i.imgur.com/mjSPuPu.png,AEW Energie AG,,20.55,9.543635,7.8065634,0.9,2.3,,,,,,20.55
